prlName,prlTransferDateValidFrom,prlTransferDirection,prlTransferKind,cmpLongName,prlTransferredInterest,prlTransferSdfi,prlNpdidLicence,cmpNpdidCompany,prlTransferDateUpdated,dateSyncNPD
211,2006-01-01,FROM,TRANSFER,Mobil Development Norway AS,30.00000,NULL,22500,474,9999-12-31,2013-05-08
211,2006-01-01,TO,TRANSFER,Total E&P Norge AS,30.00000,NULL,22500,2410708,9999-12-31,2013-05-08
211,2003-12-31,FROM,MERGER/TAKEOVER,Norsk Agip  AS,20.00000,NULL,22500,45,9999-12-31,2013-05-08
211,2003-12-31,TO,MERGER/TAKEOVER,Eni Norge AS,20.00000,NULL,22500,2388594,9999-12-31,2013-05-08
211,2003-05-06,FROM,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,20.00000,NULL,22500,1340884,9999-12-31,2013-05-08
211,2003-05-06,TO,CHANGE OF COMPANY NAME,Total E&P Norge AS,20.00000,NULL,22500,2410708,9999-12-31,2013-05-08
211,2001-06-01,FROM,TRANSFER,SDØE,30.00000,NULL,22500,1623450,9999-12-31,2013-05-08
211,2001-06-01,TO,TRANSFER,Statoil ASA (old),30.00000,NULL,22500,1622484,9999-12-31,2013-05-08
211,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,30.00000,NULL,22500,749,9999-12-31,2013-05-08
211,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,22500,1623450,9999-12-31,2013-05-08
211,2000-07-24,FROM,CHANGE OF COMPANY NAME,Elf Petroleum Norge AS,20.00000,NULL,22500,298,9999-12-31,2013-05-08
211,2000-07-24,TO,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,20.00000,NULL,22500,1340884,9999-12-31,2013-05-08
211 B,2013-01-01,FROM,TRANSFER,Statoil Petroleum AS,30.00000,NULL,4238638,17237817,9999-12-31,2013-05-08
211 B,2013-01-01,TO,TRANSFER,Maersk Oil Norway AS,30.00000,NULL,4238638,4719674,9999-12-31,2013-05-08
211 B,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.00000,NULL,4238638,4511658,9999-12-31,2013-05-08
211 B,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,30.00000,NULL,4238638,17237817,9999-12-31,2013-05-08
211 B,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,30.00000,NULL,4238638,4511854,9999-12-31,2013-05-08
211 B,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,30.00000,NULL,4238638,4511658,9999-12-31,2013-05-08
211 B,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),30.00000,NULL,4238638,1622484,9999-12-31,2013-05-08
211 B,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,30.00000,NULL,4238638,4511854,9999-12-31,2013-05-08
212,2012-02-11,FROM,CHANGE OF COMPANY NAME,E.ON Ruhrgas Norge AS,25.00000,NULL,22508,2840522,9999-12-31,2013-05-08
212,2012-02-11,TO,CHANGE OF COMPANY NAME,E.ON E&P Norge AS,25.00000,NULL,22508,21631209,9999-12-31,2013-05-08
212,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.00000,NULL,22508,4511658,9999-12-31,2013-05-08
212,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,30.00000,NULL,22508,17237817,9999-12-31,2013-05-08
212,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,30.00000,NULL,22508,4511854,9999-12-31,2013-05-08
212,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,30.00000,NULL,22508,4511658,9999-12-31,2013-05-08
212,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),30.00000,NULL,22508,1622484,9999-12-31,2013-05-08
212,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,30.00000,NULL,22508,4511854,9999-12-31,2013-05-08
212,2007-01-02,FROM,TRANSFER,Enterprise Oil Norge AS,25.00000,NULL,22508,1853786,9999-12-31,2013-05-08
212,2007-01-02,TO,TRANSFER,E.ON Ruhrgas Norge AS,25.00000,NULL,22508,2840522,9999-12-31,2013-05-08
212,2007-01-01,FROM,TRANSFER,Mobil Development Norway AS,15.00000,NULL,22508,474,9999-12-31,2013-05-08
212,2007-01-01,TO,TRANSFER,PGNiG Norway AS,15.00000,NULL,22508,4505831,9999-12-31,2013-05-08
212,2002-03-12,FROM,CHANGE OF COMPANY NAME,BP Amoco Norge AS,30.00000,NULL,22508,982372,9999-12-31,2013-05-08
212,2002-03-12,TO,CHANGE OF COMPANY NAME,BP Norge AS,30.00000,NULL,22508,2052695,9999-12-31,2013-05-08
212,2001-12-31,FROM,CHANGE OF COMPANY NAME,Enterprise Oil Norwegian AS,25.00000,NULL,22508,342,9999-12-31,2013-05-08
212,2001-12-31,TO,CHANGE OF COMPANY NAME,Enterprise Oil Norge AS,25.00000,NULL,22508,1853786,9999-12-31,2013-05-08
212,2001-06-01,FROM,TRANSFER,SDØE,30.00000,NULL,22508,1623450,9999-12-31,2013-05-08
212,2001-06-01,TO,TRANSFER,Statoil ASA (old),30.00000,NULL,22508,1622484,9999-12-31,2013-05-08
212,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,30.00000,NULL,22508,749,9999-12-31,2013-05-08
212,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,22508,1623450,9999-12-31,2013-05-08
212,1999-12-23,FROM,MERGER/TAKEOVER,Amoco Norway AS,30.00000,NULL,22508,89,9999-12-31,2013-05-08
212,1999-12-23,TO,MERGER/TAKEOVER,BP Amoco Norge AS,30.00000,NULL,22508,982372,9999-12-31,2013-05-08
212 B,2012-02-11,FROM,CHANGE OF COMPANY NAME,E.ON Ruhrgas Norge AS,25.00000,NULL,2092275,2840522,9999-12-31,2013-05-08
212 B,2012-02-11,TO,CHANGE OF COMPANY NAME,E.ON E&P Norge AS,25.00000,NULL,2092275,21631209,9999-12-31,2013-05-08
212 B,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.00000,NULL,2092275,4511658,9999-12-31,2013-05-08
212 B,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,30.00000,NULL,2092275,17237817,9999-12-31,2013-05-08
212 B,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,30.00000,NULL,2092275,4511854,9999-12-31,2013-05-08
212 B,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,30.00000,NULL,2092275,4511658,9999-12-31,2013-05-08
212 B,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),30.00000,NULL,2092275,1622484,9999-12-31,2013-05-08
212 B,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,30.00000,NULL,2092275,4511854,9999-12-31,2013-05-08
212 B,2007-01-02,FROM,TRANSFER,Enterprise Oil Norge AS,25.00000,NULL,2092275,1853786,9999-12-31,2013-05-08
212 B,2007-01-02,TO,TRANSFER,E.ON Ruhrgas Norge AS,25.00000,NULL,2092275,2840522,9999-12-31,2013-05-08
212 B,2007-01-01,FROM,TRANSFER,Mobil Development Norway AS,15.00000,NULL,2092275,474,9999-12-31,2013-05-08
212 B,2007-01-01,TO,TRANSFER,PGNiG Norway AS,15.00000,NULL,2092275,4505831,9999-12-31,2013-05-08
212 C,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,100.00000,NULL,3371954,4511658,9999-12-31,2013-05-08
212 C,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,100.00000,NULL,3371954,17237817,9999-12-31,2013-05-08
212 C,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,100.00000,NULL,3371954,4511854,9999-12-31,2013-05-08
212 C,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,100.00000,NULL,3371954,4511658,9999-12-31,2013-05-08
212 C,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),100.00000,NULL,3371954,1622484,9999-12-31,2013-05-08
212 C,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,100.00000,NULL,3371954,4511854,9999-12-31,2013-05-08
212 C,2005-02-08,FROM,TRANSFER,Mobil Development Norway AS,15.00000,NULL,3371954,474,9999-12-31,2013-05-08
212 C,2005-02-08,FROM,TRANSFER,Enterprise Oil Norwegian AS,25.00000,NULL,3371954,342,9999-12-31,2013-05-08
212 C,2005-02-08,FROM,TRANSFER,BP Norge AS,30.00000,NULL,3371954,2052695,9999-12-31,2013-05-08
212 C,2005-02-08,TO,TRANSFER,Statoil ASA (old),70.00000,NULL,3371954,1622484,9999-12-31,2013-05-08
212 D,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,100.00000,NULL,4238684,4511658,9999-12-31,2013-05-08
212 D,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,100.00000,NULL,4238684,17237817,9999-12-31,2013-05-08
212 D,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,100.00000,NULL,4238684,4511854,9999-12-31,2013-05-08
212 D,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,100.00000,NULL,4238684,4511658,9999-12-31,2013-05-08
212 D,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),100.00000,NULL,4238684,1622484,9999-12-31,2013-05-08
212 D,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,100.00000,NULL,4238684,4511854,9999-12-31,2013-05-08
212 E,2012-02-11,FROM,CHANGE OF COMPANY NAME,E.ON Ruhrgas Norge AS,25.00000,NULL,4966902,2840522,9999-12-31,2013-05-08
212 E,2012-02-11,TO,CHANGE OF COMPANY NAME,E.ON E&P Norge AS,25.00000,NULL,4966902,21631209,9999-12-31,2013-05-08
212 E,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,30.00000,NULL,4966902,4511658,9999-12-31,2013-05-08
212 E,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,30.00000,NULL,4966902,17237817,9999-12-31,2013-05-08
212 E,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,30.00000,NULL,4966902,4511854,9999-12-31,2013-05-08
212 E,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,30.00000,NULL,4966902,4511658,9999-12-31,2013-05-08
213,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,100.00000,NULL,22516,4511658,9999-12-31,2013-05-08
213,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,100.00000,NULL,22516,17237817,9999-12-31,2013-05-08
213,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,60.00000,NULL,22516,4511854,9999-12-31,2013-05-08
213,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,60.00000,NULL,22516,4511658,9999-12-31,2013-05-08
213,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),60.00000,NULL,22516,1622484,9999-12-31,2013-05-08
213,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,40.00000,NULL,22516,4524355,9999-12-31,2013-05-08
213,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,60.00000,NULL,22516,4511854,9999-12-31,2013-05-08
213,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,40.00000,NULL,22516,4511658,9999-12-31,2013-05-08
213,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,40.00000,NULL,22516,430,9999-12-31,2013-05-08
213,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,40.00000,NULL,22516,4524355,9999-12-31,2013-05-08
213,2004-01-12,FROM,TRANSFER,ConocoPhillips Skandinavia AS,20.00000,NULL,22516,2410696,9999-12-31,2013-05-08
213,2004-01-12,TO,TRANSFER,Norsk Hydro Produksjon AS,20.00000,NULL,22516,430,9999-12-31,2013-05-08
213,2003-05-06,FROM,CHANGE OF COMPANY NAME,Phillips Petroleum Norsk AS,20.00000,NULL,22516,705,9999-12-31,2013-05-08
213,2003-05-06,TO,CHANGE OF COMPANY NAME,ConocoPhillips Skandinavia AS,20.00000,NULL,22516,2410696,9999-12-31,2013-05-08
213,2001-06-01,FROM,TRANSFER,SDØE,30.00000,NULL,22516,1623450,9999-12-31,2013-05-08
213,2001-06-01,TO,TRANSFER,Statoil ASA (old),30.00000,NULL,22516,1622484,9999-12-31,2013-05-08
213,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,22516,1623450,9999-12-31,2013-05-08
213,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,60.00000,NULL,22516,749,9999-12-31,2013-05-08
213,2001-05-10,TO,SDFI,Statoil ASA (old),30.00000,NULL,22516,1622484,9999-12-31,2013-05-08
213,2001-01-11,FROM,MERGER/TAKEOVER,Saga Petroleum ASA,20.00000,NULL,22516,716,9999-12-31,2013-05-08
213,2001-01-11,TO,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,20.00000,NULL,22516,430,9999-12-31,2013-05-08
213,1999-12-11,FROM,TRANSFER,Saga Petroleum ASA,5.00000,NULL,22516,716,9999-12-31,2013-05-08
213,1999-12-11,TO,TRANSFER,Den norske stats oljeselskap a.s,5.00000,NULL,22516,749,9999-12-31,2013-05-08
215,2003-11-21,FROM,TRANSFER,Norske ConocoPhillips AS,15.00000,NULL,22532,2399056,9999-12-31,2013-05-08
215,2003-11-21,FROM,TRANSFER,Mobil Development Norway AS,10.00000,NULL,22532,474,9999-12-31,2013-05-08
215,2003-11-21,TO,TRANSFER,Norsk Hydro Produksjon AS,25.00000,NULL,22532,430,9999-12-31,2013-05-08
215,2003-03-22,FROM,CHANGE OF COMPANY NAME,Norske Conoco A/S,15.00000,NULL,22532,221,9999-12-31,2013-05-08
215,2003-03-22,TO,CHANGE OF COMPANY NAME,Norske ConocoPhillips AS,15.00000,NULL,22532,2399056,9999-12-31,2013-05-08
215,2001-06-01,FROM,TRANSFER,SDØE,30.00000,NULL,22532,1623450,9999-12-31,2013-05-08
215,2001-06-01,TO,TRANSFER,Statoil ASA (old),30.00000,NULL,22532,1622484,9999-12-31,2013-05-08
215,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,22532,1623450,9999-12-31,2013-05-08
215,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,45.00000,NULL,22532,749,9999-12-31,2013-05-08
215,2001-05-10,TO,SDFI,Statoil ASA (old),15.00000,NULL,22532,1622484,9999-12-31,2013-05-08
215,2001-01-11,FROM,MERGER/TAKEOVER,Saga Petroleum ASA,10.00000,NULL,22532,716,9999-12-31,2013-05-08
215,2001-01-11,TO,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,10.00000,NULL,22532,430,9999-12-31,2013-05-08
215,1999-12-11,FROM,TRANSFER,Saga Petroleum ASA,15.00000,NULL,22532,716,9999-12-31,2013-05-08
215,1999-12-11,TO,TRANSFER,Den norske stats oljeselskap a.s,15.00000,NULL,22532,749,9999-12-31,2013-05-08
216,2001-12-31,FROM,CHANGE OF COMPANY NAME,Enterprise Oil Norwegian AS,15.00000,NULL,22540,342,9999-12-31,2013-05-08
216,2001-12-31,TO,CHANGE OF COMPANY NAME,Enterprise Oil Norge AS,15.00000,NULL,22540,1853786,9999-12-31,2013-05-08
216,2001-12-18,FROM,MERGER/TAKEOVER,Total Norge AS,25.00000,NULL,22540,848,9999-12-31,2013-05-08
216,2001-12-18,TO,MERGER/TAKEOVER,TotalFinaElf Exploration Norge AS,25.00000,NULL,22540,1340884,9999-12-31,2013-05-08
216,2001-06-01,FROM,TRANSFER,SDØE,30.00000,NULL,22540,1623450,9999-12-31,2013-05-08
216,2001-06-01,TO,TRANSFER,Statoil ASA (old),30.00000,NULL,22540,1622484,9999-12-31,2013-05-08
216,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,30.00000,NULL,22540,749,9999-12-31,2013-05-08
216,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,22540,1623450,9999-12-31,2013-05-08
216,1999-12-23,FROM,MERGER/TAKEOVER,Amoco Norway AS,30.00000,NULL,22540,89,9999-12-31,2013-05-08
216,1999-12-23,TO,MERGER/TAKEOVER,BP Amoco Norge AS,30.00000,NULL,22540,982372,9999-12-31,2013-05-08
217,2003-03-22,FROM,CHANGE OF COMPANY NAME,Norske Conoco A/S,15.00000,NULL,22548,221,9999-12-31,2013-05-08
217,2003-03-22,TO,CHANGE OF COMPANY NAME,Norske ConocoPhillips AS,15.00000,NULL,22548,2399056,9999-12-31,2013-05-08
217,2002-03-12,FROM,CHANGE OF COMPANY NAME,BP Amoco Norge AS,20.00000,NULL,22548,982372,9999-12-31,2013-05-08
217,2002-03-12,TO,CHANGE OF COMPANY NAME,BP Norge AS,20.00000,NULL,22548,2052695,9999-12-31,2013-05-08
217,2001-06-01,FROM,TRANSFER,SDØE,30.00000,NULL,22548,1623450,9999-12-31,2013-05-08
217,2001-06-01,TO,TRANSFER,Statoil ASA (old),30.00000,NULL,22548,1622484,9999-12-31,2013-05-08
217,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,22548,1623450,9999-12-31,2013-05-08
217,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,65.00000,NULL,22548,749,9999-12-31,2013-05-08
217,2001-05-10,TO,SDFI,Statoil ASA (old),35.00000,NULL,22548,1622484,9999-12-31,2013-05-08
217,1999-12-23,FROM,MERGER/TAKEOVER,BP Petroleum Dev. of Norway AS,20.00000,NULL,22548,155,9999-12-31,2013-05-08
217,1999-12-23,TO,MERGER/TAKEOVER,BP Amoco Norge AS,20.00000,NULL,22548,982372,9999-12-31,2013-05-08
218,2012-01-01,FROM,TRANSFER,ExxonMobil Exploration & Production Norway AS,15.00000,NULL,22556,2835212,9999-12-31,2013-05-08
218,2012-01-01,TO,TRANSFER,OMV (Norge) AS,15.00000,NULL,22556,4460594,9999-12-31,2013-05-08
218,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,75.00000,NULL,22556,4511658,9999-12-31,2013-05-08
218,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,75.00000,NULL,22556,17237817,9999-12-31,2013-05-08
218,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,75.00000,NULL,22556,4511854,9999-12-31,2013-05-08
218,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,75.00000,NULL,22556,4511658,9999-12-31,2013-05-08
218,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),75.00000,NULL,22556,1622484,9999-12-31,2013-05-08
218,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,75.00000,NULL,22556,4511854,9999-12-31,2013-05-08
218,2007-01-01,FROM,MERGER/TAKEOVER,Norske ConocoPhillips AS,10.00000,NULL,22556,2399056,9999-12-31,2013-05-08
218,2007-01-01,TO,MERGER/TAKEOVER,ConocoPhillips Skandinavia AS,10.00000,NULL,22556,2410696,9999-12-31,2013-05-08
218,2006-01-01,FROM,TRANSFER,BP Norge AS,25.00000,NULL,22556,2052695,9999-12-31,2013-05-08
218,2006-01-01,TO,TRANSFER,Statoil ASA (old),25.00000,NULL,22556,1622484,9999-12-31,2013-05-08
218,2004-10-01,FROM,CHANGE OF COMPANY NAME,Esso Exploration and Production Norway A/S,15.00000,NULL,22556,353,9999-12-31,2013-05-08
218,2004-10-01,TO,CHANGE OF COMPANY NAME,ExxonMobil Exploration & Production Norway AS,15.00000,NULL,22556,2835212,9999-12-31,2013-05-08
218,2003-03-22,TO,CHANGE OF COMPANY NAME,Norske ConocoPhillips AS,10.00000,NULL,22556,2399056,9999-12-31,2013-05-08
218,2003-03-22,FROM,CHANGE OF COMPANY NAME,Norske Conoco A/S,10.00000,NULL,22556,221,9999-12-31,2013-05-08
218,2002-03-12,FROM,CHANGE OF COMPANY NAME,BP Amoco Norge AS,25.00000,NULL,22556,982372,9999-12-31,2013-05-08
218,2002-03-12,TO,CHANGE OF COMPANY NAME,BP Norge AS,25.00000,NULL,22556,2052695,9999-12-31,2013-05-08
218,2001-06-01,FROM,TRANSFER,SDØE,35.00000,NULL,22556,1623450,9999-12-31,2013-05-08
218,2001-06-01,TO,TRANSFER,Statoil ASA (old),35.00000,NULL,22556,1622484,9999-12-31,2013-05-08
218,2001-05-10,TO,SDFI,SDØE,35.00000,NULL,22556,1623450,9999-12-31,2013-05-08
218,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,50.00000,NULL,22556,749,9999-12-31,2013-05-08
218,2001-05-10,TO,SDFI,Statoil ASA (old),15.00000,NULL,22556,1622484,9999-12-31,2013-05-08
218,2000-09-27,FROM,TRANSFER,Saga Petroleum ASA,10.00000,NULL,22556,716,9999-12-31,2013-05-08
218,2000-09-27,TO,TRANSFER,Norske Conoco A/S,10.00000,NULL,22556,221,9999-12-31,2013-05-08
218,1999-12-23,FROM,MERGER/TAKEOVER,BP Petroleum Dev. of Norway AS,25.00000,NULL,22556,155,9999-12-31,2013-05-08
218,1999-12-23,TO,MERGER/TAKEOVER,BP Amoco Norge AS,25.00000,NULL,22556,982372,9999-12-31,2013-05-08
218 B,2012-01-01,FROM,TRANSFER,ExxonMobil Exploration & Production Norway AS,15.00000,NULL,20428874,2835212,9999-12-31,2013-05-08
218 B,2012-01-01,TO,TRANSFER,OMV (Norge) AS,15.00000,NULL,20428874,4460594,9999-12-31,2013-05-08
219,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,25.00000,NULL,22564,4511658,9999-12-31,2013-05-08
219,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,25.00000,NULL,22564,17237817,9999-12-31,2013-05-08
219,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,25.00000,NULL,22564,4524355,9999-12-31,2013-05-08
219,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,25.00000,NULL,22564,4511658,9999-12-31,2013-05-08
219,2007-01-01,FROM,MERGER/TAKEOVER,Norsk Hydro Produksjon AS,25.00000,NULL,22564,430,9999-12-31,2013-05-08
219,2007-01-01,TO,MERGER/TAKEOVER,Norsk Hydro Petroleum AS,25.00000,NULL,22564,4524355,9999-12-31,2013-05-08
219,2003-12-31,FROM,MERGER/TAKEOVER,Norsk Agip  AS,40.00000,NULL,22564,45,9999-12-31,2013-05-08
219,2003-12-31,TO,MERGER/TAKEOVER,Eni Norge AS,40.00000,NULL,22564,2388594,9999-12-31,2013-05-08
219,2003-05-06,FROM,CHANGE OF COMPANY NAME,TotalFinaElf Exploration Norge AS,15.00000,NULL,22564,1340884,9999-12-31,2013-05-08
219,2003-05-06,TO,CHANGE OF COMPANY NAME,Total E&P Norge AS,15.00000,NULL,22564,2410708,9999-12-31,2013-05-08
219,2003-03-04,FROM,CHANGE OF COMPANY NAME,Fortum Petroleum AS,10.00000,NULL,22564,102714,9999-12-31,2013-05-08
219,2003-03-04,TO,CHANGE OF COMPANY NAME,Eni Norge AS,10.00000,NULL,22564,2388594,9999-12-31,2013-05-08
219,2001-12-31,FROM,CHANGE OF COMPANY NAME,Enterprise Oil Norwegian AS,10.00000,NULL,22564,342,9999-12-31,2013-05-08
219,2001-12-31,TO,CHANGE OF COMPANY NAME,Enterprise Oil Norge AS,10.00000,NULL,22564,1853786,9999-12-31,2013-05-08
219,2001-12-18,FROM,MERGER/TAKEOVER,Total Norge AS,15.00000,NULL,22564,848,9999-12-31,2013-05-08
219,2001-12-18,TO,MERGER/TAKEOVER,TotalFinaElf Exploration Norge AS,15.00000,NULL,22564,1340884,9999-12-31,2013-05-08
219,2000-12-20,FROM,MERGER/TAKEOVER,Fina Production Licenses AS,15.00000,NULL,22564,386,9999-12-31,2013-05-08
219,2000-12-20,TO,MERGER/TAKEOVER,Total Norge AS,15.00000,NULL,22564,848,9999-12-31,2013-05-08
219,2000-09-29,FROM,TRANSFER,Norsk Hydro Produksjon AS,10.00000,NULL,22564,430,9999-12-31,2013-05-08
219,2000-09-29,TO,TRANSFER,Enterprise Oil Norwegian AS,10.00000,NULL,22564,342,9999-12-31,2013-05-08
219,2000-01-01,FROM,TRANSFER,Norsk Hydro Produksjon AS,10.00000,NULL,22564,430,9999-12-31,2013-05-08
219,2000-01-01,TO,TRANSFER,Fortum Petroleum AS,10.00000,NULL,22564,102714,9999-12-31,2013-05-08
220,2009-11-02,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,70.00000,NULL,22572,4511658,9999-12-31,2013-05-08
220,2009-11-02,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,70.00000,NULL,22572,17237817,9999-12-31,2013-05-08
220,2009-01-01,FROM,TRANSFER,StatoilHydro ASA,70.00000,NULL,22572,4511854,9999-12-31,2013-05-08
220,2009-01-01,TO,TRANSFER,StatoilHydro Petroleum AS,70.00000,NULL,22572,4511658,9999-12-31,2013-05-08
220,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),70.00000,NULL,22572,1622484,9999-12-31,2013-05-08
220,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,70.00000,NULL,22572,4511854,9999-12-31,2013-05-08
220,2006-06-26,FROM,CHANGE OF COMPANY NAME,Amerada Hess Norge AS,15.00000,NULL,22572,67,9999-12-31,2013-05-08
220,2006-06-26,TO,CHANGE OF COMPANY NAME,Hess Norge AS,15.00000,NULL,22572,4038735,9999-12-31,2013-05-08
220,2003-03-04,FROM,CHANGE OF COMPANY NAME,Fortum Petroleum AS,15.00000,NULL,22572,102714,9999-12-31,2013-05-08
220,2003-03-04,TO,CHANGE OF COMPANY NAME,Eni Norge AS,15.00000,NULL,22572,2388594,9999-12-31,2013-05-08
220,2001-06-01,FROM,TRANSFER,SDØE,30.00000,NULL,22572,1623450,9999-12-31,2013-05-08
220,2001-06-01,TO,TRANSFER,Statoil ASA (old),30.00000,NULL,22572,1622484,9999-12-31,2013-05-08
220,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,22572,1623450,9999-12-31,2013-05-08
220,2001-05-10,FROM,SDFI,Den norske stats oljeselskap a.s,70.00000,NULL,22572,749,9999-12-31,2013-05-08
220,2001-05-10,TO,SDFI,Statoil ASA (old),40.00000,NULL,22572,1622484,9999-12-31,2013-05-08
220,2000-06-22,FROM,TRANSFER,BP Amoco Norge AS,15.00000,NULL,22572,982372,9999-12-31,2013-05-08
220,2000-06-22,TO,TRANSFER,Fortum Petroleum AS,15.00000,NULL,22572,102714,9999-12-31,2013-05-08
220,1999-12-23,FROM,MERGER/TAKEOVER,Amoco Norway AS,15.00000,NULL,22572,89,9999-12-31,2013-05-08
220,1999-12-23,TO,MERGER/TAKEOVER,BP Amoco Norge AS,15.00000,NULL,22572,982372,9999-12-31,2013-05-08
221,2001-11-01,FROM,TRANSFER,Norsk Hydro Produksjon AS,0.29412,NULL,22580,430,9999-12-31,2013-05-08
221,2001-11-01,TO,TRANSFER,TotalFinaElf Exploration Norge AS,0.23529,NULL,22580,1340884,9999-12-31,2013-05-08
221,2001-11-01,TO,TRANSFER,Statoil ASA (old),0.05882,NULL,22580,1622484,9999-12-31,2013-05-08
221,2001-06-01,FROM,TRANSFER,SDØE,30.00000,NULL,22580,1623450,9999-12-31,2013-05-08
221,2001-06-01,TO,TRANSFER,Statoil ASA (old),30.00000,NULL,22580,1622484,9999-12-31,2013-05-08
221,2001-05-10,TO,SDFI,SDØE,30.00000,NULL,22580,1623450,9999-12-31,2013-05-08
