baaName,baaTransferDateValidFrom,baaTransferDirection,baaTransferKind,cmpLongName,baaTransferredInterest,baaTransferSdfi,baaNpdidBsnsArrArea,cmpNpdidCompany,baaTransferDateUpdated,dateSyncNPD
TROLL UNIT,2001-06-17,FROM,NULL,SDØE,56.00000,NULL,41105,1623450,9999-12-31,2013-05-08
TROLL UNIT,2001-06-17,TO,NULL,Petoro AS,56.00000,NULL,41105,1626839,9999-12-31,2013-05-08
TROLL UNIT,2001-06-01,FROM,NULL,SDØE,6.92792,NULL,41105,1623450,9999-12-31,2013-05-08
TROLL UNIT,2001-06-01,TO,NULL,Statoil ASA (old),6.92792,NULL,41105,1622484,9999-12-31,2013-05-08
TROLL UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,76.80471,NULL,41105,749,9999-12-31,2013-05-08
TROLL UNIT,2001-05-10,TO,NULL,Statoil ASA (old),13.87678,NULL,41105,1622484,9999-12-31,2013-05-08
TROLL UNIT,2001-05-10,TO,NULL,SDØE,62.92792,NULL,41105,1623450,9999-12-31,2013-05-08
TROLL UNIT,2001-01-11,FROM,NULL,Saga Petroleum ASA,2.06161,NULL,41105,716,9999-12-31,2013-05-08
TROLL UNIT,2001-01-11,TO,NULL,Norsk Hydro Produksjon AS,2.06161,NULL,41105,430,9999-12-31,2013-05-08
TROLL UNIT,2000-07-24,FROM,NULL,Elf Petroleum Norge AS,2.34548,NULL,41105,298,9999-12-31,2013-05-08
TROLL UNIT,2000-07-24,TO,NULL,TotalFinaElf Exploration Norge AS,2.34548,NULL,41105,1340884,9999-12-31,2013-05-08
TROLL UNIT,1999-12-11,FROM,NULL,Saga Petroleum ASA,2.06161,NULL,41105,716,9999-12-31,2013-05-08
TROLL UNIT,1999-12-11,TO,NULL,Den norske stats oljeselskap a.s,2.06161,NULL,41105,749,9999-12-31,2013-05-08
TROLL UNIT,1999-10-01,FROM,NULL,Total Norge AS,0.00795,NULL,41105,848,9999-12-31,2013-05-08
TROLL UNIT,1999-10-01,FROM,NULL,Norske Conoco A/S,0.03739,NULL,41105,221,9999-12-31,2013-05-08
TROLL UNIT,1999-10-01,FROM,NULL,Elf Petroleum Norge AS,0.00796,NULL,41105,298,9999-12-31,2013-05-08
TROLL UNIT,1999-10-01,FROM,NULL,A/S Norske Shell,0.18655,NULL,41105,562,9999-12-31,2013-05-08
TROLL UNIT,1999-10-01,FROM,NULL,Den norske stats oljeselskap a.s,0.06480,NULL,41105,749,9999-12-31,2013-05-08
TROLL UNIT,1999-10-01,TO,NULL,Den norske stats oljeselskap a.s,0.23190,0.23192,41105,749,9999-12-31,2013-05-08
TROLL UNIT,1999-10-01,TO,NULL,Norsk Hydro Produksjon AS,0.02953,NULL,41105,430,9999-12-31,2013-05-08
TROLL UNIT,1999-10-01,TO,NULL,Saga Petroleum ASA,0.04322,NULL,41105,716,9999-12-31,2013-05-08
TROLL UNIT,1993-04-01,FROM,NULL,Norske Conoco A/S,0.35343,NULL,41105,221,9999-12-31,2013-05-08
TROLL UNIT,1993-04-01,TO,NULL,Total Norge AS,0.35343,NULL,41105,848,9999-12-31,2013-05-08
TROLL UNIT,1988-01-01,FROM,NULL,Mobil Development Norway AS,1.18400,NULL,41105,474,9999-12-31,2013-05-08
TROLL UNIT,1988-01-01,TO,NULL,Norske Conoco A/S,0.83056,NULL,41105,221,9999-12-31,2013-05-08
TROLL UNIT,1988-01-01,TO,NULL,Elf Petroleum Norge AS,0.35344,NULL,41105,298,9999-12-31,2013-05-08
TROLL UNIT,1987-01-02,FROM,NULL,Den norske stats oljeselskap a.s,3.00000,NULL,41105,749,9999-12-31,2013-05-08
TROLL UNIT,1987-01-02,TO,NULL,Total Norge AS,1.00000,NULL,41105,848,9999-12-31,2013-05-08
TROLL UNIT,1987-01-02,TO,NULL,Elf Petroleum Norge AS,2.00000,NULL,41105,298,9999-12-31,2013-05-08
TYRIHANS UNIT,2011-04-27,FROM,TRANSFER,Total E&P Norge AS,0.03490,NULL,3488806,2410708,9999-12-31,2013-05-08
TYRIHANS UNIT,2011-04-27,TO,TRANSFER,ExxonMobil Exploration & Production Norway AS,0.03200,NULL,3488806,2835212,9999-12-31,2013-05-08
TYRIHANS UNIT,2011-04-27,TO,TRANSFER,Eni Norge AS,0.00250,NULL,3488806,2388594,9999-12-31,2013-05-08
TYRIHANS UNIT,2011-04-27,TO,TRANSFER,Statoil Petroleum AS,0.00040,NULL,3488806,17237817,9999-12-31,2013-05-08
TYRIHANS UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,58.83510,NULL,3488806,4511658,9999-12-31,2013-05-08
TYRIHANS UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,58.83510,NULL,3488806,17237817,9999-12-31,2013-05-08
TYRIHANS UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,58.83510,NULL,3488806,4511854,9999-12-31,2013-05-08
TYRIHANS UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,58.83510,NULL,3488806,4511658,9999-12-31,2013-05-08
TYRIHANS UNIT,2008-01-02,FROM,MERGER/TAKEOVER,Mobil Development Norway AS,11.75490,NULL,3488806,474,9999-12-31,2013-05-08
TYRIHANS UNIT,2008-01-02,TO,MERGER/TAKEOVER,ExxonMobil Exploration & Production Norway AS,11.75490,NULL,3488806,2835212,9999-12-31,2013-05-08
TYRIHANS UNIT,2008-01-01,FROM,NULL,StatoilHydro Petroleum AS,12.00000,NULL,3488806,4511658,9999-12-31,2013-05-08
TYRIHANS UNIT,2008-01-01,TO,NULL,StatoilHydro ASA,12.00000,NULL,3488806,4511854,9999-12-31,2013-05-08
TYRIHANS UNIT,2007-10-01,FROM,CHANGE OF COMPANY NAME,Statoil ASA (old),46.83510,NULL,3488806,1622484,9999-12-31,2013-05-08
TYRIHANS UNIT,2007-10-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,12.00000,NULL,3488806,4524355,9999-12-31,2013-05-08
TYRIHANS UNIT,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,12.00000,NULL,3488806,4511658,9999-12-31,2013-05-08
TYRIHANS UNIT,2007-10-01,TO,CHANGE OF COMPANY NAME,StatoilHydro ASA,46.83510,NULL,3488806,4511854,9999-12-31,2013-05-08
TYRIHANS UNIT,2007-01-01,FROM,CHANGE OF COMPANY NAME,Norsk Hydro Produksjon AS,12.00000,NULL,3488806,430,9999-12-31,2013-05-08
TYRIHANS UNIT,2007-01-01,TO,CHANGE OF COMPANY NAME,Norsk Hydro Petroleum AS,12.00000,NULL,3488806,4524355,9999-12-31,2013-05-08
TYRIHANS UNIT,2006-01-02,FROM,NULL,Eni Norge AS,1.67030,NULL,3488806,2388594,9999-12-31,2013-05-08
TYRIHANS UNIT,2006-01-02,TO,NULL,Total E&P Norge AS,1.67030,NULL,3488806,2410708,9999-12-31,2013-05-08
TYRIHANS UNIT,2006-01-01,FROM,NULL,Total E&P Norge AS,5.00310,NULL,3488806,2410708,9999-12-31,2013-05-08
TYRIHANS UNIT,2006-01-01,TO,NULL,Mobil Development Norway AS,5.00310,NULL,3488806,474,9999-12-31,2013-05-08
VALEMON UNIT,2012-04-30,FROM,TRANSFER,Statoil Petroleum AS,13.00000,NULL,18403644,17237817,9999-12-31,2013-05-08
VALEMON UNIT,2012-04-30,TO,TRANSFER,Centrica Resources (Norge) AS,13.00000,NULL,18403644,4238233,9999-12-31,2013-05-08
VALEMON UNIT,2012-01-13,FROM,TRANSFER,Total E&P Norge AS,2.50000,NULL,18403644,2410708,9999-12-31,2013-05-08
VALEMON UNIT,2012-01-13,TO,TRANSFER,Statoil Petroleum AS,2.50000,NULL,18403644,17237817,9999-12-31,2013-05-08
VALHALL UNIT,2010-01-01,FROM,TRANSFER,Total E&P Norge AS,15.71871,NULL,41657,2410708,9999-12-31,2013-05-08
VALHALL UNIT,2010-01-01,FROM,TRANSFER,Enterprise Oil Norge AS,28.09376,NULL,41657,1853786,9999-12-31,2013-05-08
VALHALL UNIT,2010-01-01,TO,TRANSFER,BP Norge AS,7.85936,NULL,41657,2052695,9999-12-31,2013-05-08
VALHALL UNIT,2010-01-01,TO,TRANSFER,Hess Norge AS,35.95312,NULL,41657,4038735,9999-12-31,2013-05-08
VALHALL UNIT,2006-06-26,FROM,NULL,Amerada Hess Norge AS,28.09376,NULL,41657,67,9999-12-31,2013-05-08
VALHALL UNIT,2006-06-26,TO,NULL,Hess Norge AS,28.09376,NULL,41657,4038735,9999-12-31,2013-05-08
VALHALL UNIT,2003-05-06,FROM,NULL,TotalFinaElf Exploration Norge AS,15.71871,NULL,41657,1340884,9999-12-31,2013-05-08
VALHALL UNIT,2003-05-06,TO,NULL,Total E&P Norge AS,15.71871,NULL,41657,2410708,9999-12-31,2013-05-08
VALHALL UNIT,2002-03-12,FROM,NULL,BP Amoco Norge AS,28.09377,NULL,41657,982372,9999-12-31,2013-05-08
VALHALL UNIT,2002-03-12,TO,NULL,BP Norge AS,28.09377,NULL,41657,2052695,9999-12-31,2013-05-08
VALHALL UNIT,2001-12-31,FROM,NULL,Enterprise Oil Norwegian AS,28.09376,NULL,41657,342,9999-12-31,2013-05-08
VALHALL UNIT,2001-12-31,TO,NULL,Enterprise Oil Norge AS,28.09376,NULL,41657,1853786,9999-12-31,2013-05-08
VALHALL UNIT,2000-07-24,FROM,NULL,Elf Petroleum Norge AS,15.71871,NULL,41657,298,9999-12-31,2013-05-08
VALHALL UNIT,2000-07-24,TO,NULL,TotalFinaElf Exploration Norge AS,15.71871,NULL,41657,1340884,9999-12-31,2013-05-08
VALHALL UNIT,1999-12-23,FROM,NULL,Amoco Norway Oil Company,28.09377,NULL,41657,78,9999-12-31,2013-05-08
VALHALL UNIT,1999-12-23,TO,NULL,BP Amoco Norge AS,28.09377,NULL,41657,982372,9999-12-31,2013-05-08
VALHALL UNIT,1992-02-25,FROM,NULL,Norwegian Oil Consortium A/S & Co,15.71871,NULL,41657,518,9999-12-31,2013-05-08
VALHALL UNIT,1992-02-25,TO,NULL,Elf Petroleum Norge AS,15.71871,NULL,41657,298,9999-12-31,2013-05-08
VALHALL UNIT,1989-04-14,FROM,NULL,Texas Eastern Norwegian Inc.,28.09376,NULL,41657,837,9999-12-31,2013-05-08
VALHALL UNIT,1989-04-14,TO,NULL,Enterprise Oil Norwegian AS,28.09376,NULL,41657,342,9999-12-31,2013-05-08
VISUND INSIDE,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,53.20000,NULL,40726,4511658,9999-12-31,2013-05-08
VISUND INSIDE,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,53.20000,NULL,40726,17237817,9999-12-31,2013-05-08
VISUND INSIDE,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,32.90000,NULL,40726,4511854,9999-12-31,2013-05-08
VISUND INSIDE,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,32.90000,NULL,40726,4511658,9999-12-31,2013-05-08
VISUND INSIDE,2007-10-01,FROM,NULL,Statoil ASA (old),32.90000,NULL,40726,1622484,9999-12-31,2013-05-08
VISUND INSIDE,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,20.30000,NULL,40726,4524355,9999-12-31,2013-05-08
VISUND INSIDE,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,20.30000,NULL,40726,4511658,9999-12-31,2013-05-08
VISUND INSIDE,2007-10-01,TO,NULL,StatoilHydro ASA,32.90000,NULL,40726,4511854,9999-12-31,2013-05-08
VISUND INSIDE,2007-01-02,FROM,NULL,Norske ConocoPhillips AS,9.10000,NULL,40726,2399056,9999-12-31,2013-05-08
VISUND INSIDE,2007-01-02,TO,NULL,ConocoPhillips Skandinavia AS,9.10000,NULL,40726,2410696,9999-12-31,2013-05-08
VISUND INSIDE,2007-01-01,FROM,NULL,Norsk Hydro Produksjon AS,20.30000,NULL,40726,430,9999-12-31,2013-05-08
VISUND INSIDE,2007-01-01,TO,NULL,Norsk Hydro Petroleum AS,20.30000,NULL,40726,4524355,9999-12-31,2013-05-08
VISUND INSIDE,2003-05-06,FROM,NULL,TotalFinaElf Exploration Norge AS,7.70000,NULL,40726,1340884,9999-12-31,2013-05-08
VISUND INSIDE,2003-05-06,TO,NULL,Total E&P Norge AS,7.70000,NULL,40726,2410708,9999-12-31,2013-05-08
VISUND INSIDE,2003-03-22,FROM,NULL,Norske Conoco A/S,9.10000,NULL,40726,221,9999-12-31,2013-05-08
VISUND INSIDE,2003-03-22,TO,NULL,Norske ConocoPhillips AS,9.10000,NULL,40726,2399056,9999-12-31,2013-05-08
VISUND INSIDE,2001-06-17,FROM,NULL,SDØE,30.00000,NULL,40726,1623450,9999-12-31,2013-05-08
VISUND INSIDE,2001-06-17,TO,NULL,Petoro AS,30.00000,NULL,40726,1626839,9999-12-31,2013-05-08
VISUND INSIDE,2001-06-01,FROM,NULL,SDØE,19.60000,NULL,40726,1623450,9999-12-31,2013-05-08
VISUND INSIDE,2001-06-01,TO,NULL,Statoil ASA (old),19.60000,NULL,40726,1622484,9999-12-31,2013-05-08
VISUND INSIDE,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,62.90000,NULL,40726,749,9999-12-31,2013-05-08
VISUND INSIDE,2001-05-10,TO,NULL,Statoil ASA (old),13.30000,NULL,40726,1622484,9999-12-31,2013-05-08
VISUND INSIDE,2001-05-10,TO,NULL,SDØE,49.60000,NULL,40726,1623450,9999-12-31,2013-05-08
VISUND INSIDE,2001-01-11,FROM,NULL,Saga Petroleum ASA,4.20000,NULL,40726,716,9999-12-31,2013-05-08
VISUND INSIDE,2001-01-11,TO,NULL,Norsk Hydro Produksjon AS,4.20000,NULL,40726,430,9999-12-31,2013-05-08
VISUND INSIDE,2000-07-24,FROM,NULL,Elf Petroleum Norge AS,7.70000,NULL,40726,298,9999-12-31,2013-05-08
VISUND INSIDE,2000-07-24,TO,NULL,TotalFinaElf Exploration Norge AS,7.70000,NULL,40726,1340884,9999-12-31,2013-05-08
VISUND INSIDE,1997-01-01,FROM,NULL,Elf Petroleum Norge AS,1.40000,NULL,40726,298,9999-12-31,2013-05-08
VISUND INSIDE,1997-01-01,TO,NULL,Norsk Hydro Produksjon AS,1.40000,NULL,40726,430,9999-12-31,2013-05-08
VISUND INSIDE,1996-07-01,FROM,NULL,Den norske stats oljeselskap a.s,2.10000,NULL,40726,749,9999-12-31,2013-05-08
VISUND INSIDE,1996-07-01,TO,NULL,Norsk Hydro Produksjon AS,2.10000,NULL,40726,430,9999-12-31,2013-05-08
ØST FRIGG UNIT,2000-07-24,FROM,NULL,Elf Petroleum Norge AS,37.22540,NULL,41313,298,9999-12-31,2013-05-08
ØST FRIGG UNIT,2000-07-24,TO,NULL,TotalFinaElf Exploration Norge AS,37.22540,NULL,41313,1340884,9999-12-31,2013-05-08
ØST FRIGG UNIT,1991-12-20,FROM,NULL,Elf Petroleum Norge AS,3.23891,NULL,41313,298,9999-12-31,2013-05-08
ØST FRIGG UNIT,1991-12-20,TO,NULL,Den norske stats oljeselskap a.s,3.23891,NULL,41313,749,9999-12-31,2013-05-08
ÅSGARD UNIT,2009-11-01,FROM,CHANGE OF COMPANY NAME,StatoilHydro Petroleum AS,34.57000,NULL,40564,4511658,9999-12-31,2013-05-08
ÅSGARD UNIT,2009-11-01,TO,CHANGE OF COMPANY NAME,Statoil Petroleum AS,34.57000,NULL,40564,17237817,9999-12-31,2013-05-08
ÅSGARD UNIT,2009-01-01,FROM,MERGER/TAKEOVER,StatoilHydro ASA,34.57000,NULL,40564,4511854,9999-12-31,2013-05-08
ÅSGARD UNIT,2009-01-01,TO,MERGER/TAKEOVER,StatoilHydro Petroleum AS,34.57000,NULL,40564,4511658,9999-12-31,2013-05-08
ÅSGARD UNIT,2008-01-02,FROM,NULL,Mobil Development Norway AS,7.24000,NULL,40564,474,9999-12-31,2013-05-08
ÅSGARD UNIT,2008-01-02,TO,NULL,ExxonMobil Exploration & Production Norway AS,7.24000,NULL,40564,2835212,9999-12-31,2013-05-08
ÅSGARD UNIT,2008-01-01,FROM,NULL,StatoilHydro Petroleum AS,9.61000,NULL,40564,4511658,9999-12-31,2013-05-08
ÅSGARD UNIT,2008-01-01,TO,NULL,StatoilHydro ASA,9.61000,NULL,40564,4511854,9999-12-31,2013-05-08
ÅSGARD UNIT,2007-10-01,FROM,NULL,Statoil ASA (old),24.96000,NULL,40564,1622484,9999-12-31,2013-05-08
ÅSGARD UNIT,2007-10-01,FROM,NULL,Norsk Hydro Petroleum AS,9.61000,NULL,40564,4524355,9999-12-31,2013-05-08
ÅSGARD UNIT,2007-10-01,TO,NULL,StatoilHydro Petroleum AS,9.61000,NULL,40564,4511658,9999-12-31,2013-05-08
ÅSGARD UNIT,2007-10-01,TO,NULL,StatoilHydro ASA,24.96000,NULL,40564,4511854,9999-12-31,2013-05-08
ÅSGARD UNIT,2007-01-01,FROM,NULL,Norsk Hydro Produksjon AS,9.61000,NULL,40564,430,9999-12-31,2013-05-08
ÅSGARD UNIT,2007-01-01,TO,NULL,Norsk Hydro Petroleum AS,9.61000,NULL,40564,4524355,9999-12-31,2013-05-08
ÅSGARD UNIT,2006-08-01,FROM,NULL,Mobil Development Norway AS,0.11000,NULL,40564,474,9999-12-31,2013-05-08
ÅSGARD UNIT,2006-08-01,FROM,NULL,Statoil ASA (old),0.04000,NULL,40564,1622484,9999-12-31,2013-05-08
ÅSGARD UNIT,2006-08-01,FROM,NULL,Eni Norge AS,0.08000,NULL,40564,2388594,9999-12-31,2013-05-08
ÅSGARD UNIT,2006-08-01,TO,NULL,Total E&P Norge AS,0.03000,NULL,40564,2410708,9999-12-31,2013-05-08
ÅSGARD UNIT,2006-08-01,TO,NULL,Norsk Hydro Produksjon AS,0.01000,NULL,40564,430,9999-12-31,2013-05-08
ÅSGARD UNIT,2006-08-01,TO,NULL,Petoro AS,0.19000,NULL,40564,1626839,9999-12-31,2013-05-08
ÅSGARD UNIT,2003-12-31,FROM,NULL,Norsk Agip  AS,7.90000,NULL,40564,45,9999-12-31,2013-05-08
ÅSGARD UNIT,2003-12-31,TO,NULL,Eni Norge AS,7.90000,NULL,40564,2388594,9999-12-31,2013-05-08
ÅSGARD UNIT,2003-05-06,FROM,NULL,TotalFinaElf Exploration Norge AS,7.65000,NULL,40564,1340884,9999-12-31,2013-05-08
ÅSGARD UNIT,2003-05-06,TO,NULL,Total E&P Norge AS,7.65000,NULL,40564,2410708,9999-12-31,2013-05-08
ÅSGARD UNIT,2003-03-04,FROM,NULL,Fortum Petroleum AS,7.00000,NULL,40564,102714,9999-12-31,2013-05-08
ÅSGARD UNIT,2003-03-04,TO,NULL,Eni Norge AS,7.00000,NULL,40564,2388594,9999-12-31,2013-05-08
ÅSGARD UNIT,2001-12-18,FROM,NULL,Total Norge AS,7.65000,NULL,40564,848,9999-12-31,2013-05-08
ÅSGARD UNIT,2001-12-18,TO,NULL,TotalFinaElf Exploration Norge AS,7.65000,NULL,40564,1340884,9999-12-31,2013-05-08
ÅSGARD UNIT,2001-06-17,FROM,NULL,SDØE,35.50000,NULL,40564,1623450,9999-12-31,2013-05-08
ÅSGARD UNIT,2001-06-17,TO,NULL,Petoro AS,35.50000,NULL,40564,1626839,9999-12-31,2013-05-08
ÅSGARD UNIT,2001-06-01,FROM,NULL,SDØE,11.45000,NULL,40564,1623450,9999-12-31,2013-05-08
ÅSGARD UNIT,2001-06-01,TO,NULL,Statoil ASA (old),11.45000,NULL,40564,1622484,9999-12-31,2013-05-08
ÅSGARD UNIT,2001-05-10,FROM,NULL,Den norske stats oljeselskap a.s,60.50000,NULL,40564,749,9999-12-31,2013-05-08
ÅSGARD UNIT,2001-05-10,TO,NULL,Statoil ASA (old),13.55000,NULL,40564,1622484,9999-12-31,2013-05-08
ÅSGARD UNIT,2001-05-10,TO,NULL,SDØE,46.95000,NULL,40564,1623450,9999-12-31,2013-05-08
ÅSGARD UNIT,2001-01-11,FROM,NULL,Saga Petroleum ASA,7.00000,NULL,40564,716,9999-12-31,2013-05-08
ÅSGARD UNIT,2001-01-11,TO,NULL,Norsk Hydro Produksjon AS,7.00000,NULL,40564,430,9999-12-31,2013-05-08
ÅSGARD UNIT,1999-04-13,FROM,NULL,Neste Petroleum AS,7.00000,NULL,40564,496,9999-12-31,2013-05-08
ÅSGARD UNIT,1999-04-13,TO,NULL,Fortum Petroleum AS,7.00000,NULL,40564,102714,9999-12-31,2013-05-08
